center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_39_51_284.jpg,IMG/left_2016_12_01_13_39_51_284.jpg,IMG/right_2016_12_01_13_39_51_284.jpg,0.1765823,0.7261707,0,30.11771
IMG/center_2016_12_01_13_39_51_385.jpg,IMG/left_2016_12_01_13_39_51_385.jpg,IMG/right_2016_12_01_13_39_51_385.jpg,0.1670138,0.783815,0,30.13294
IMG/center_2016_12_01_13_39_51_488.jpg,IMG/left_2016_12_01_13_39_51_488.jpg,IMG/right_2016_12_01_13_39_51_488.jpg,0.1670138,0.7934223,0,30.13738
IMG/center_2016_12_01_13_39_51_591.jpg,IMG/left_2016_12_01_13_39_51_591.jpg,IMG/right_2016_12_01_13_39_51_591.jpg,0.05219137,0.7934223,0,30.13902
IMG/center_2016_12_01_13_39_51_691.jpg,IMG/left_2016_12_01_13_39_51_691.jpg,IMG/right_2016_12_01_13_39_51_691.jpg,0,0.7934223,0,30.13769
IMG/center_2016_12_01_13_39_51_792.jpg,IMG/left_2016_12_01_13_39_51_792.jpg,IMG/right_2016_12_01_13_39_51_792.jpg,-0.1547008,0.7934223,0,30.12995
IMG/center_2016_12_01_13_39_51_892.jpg,IMG/left_2016_12_01_13_39_51_892.jpg,IMG/right_2016_12_01_13_39_51_892.jpg,-0.4395315,0.7934223,0,30.09233
IMG/center_2016_12_01_13_39_51_993.jpg,IMG/left_2016_12_01_13_39_51_993.jpg,IMG/right_2016_12_01_13_39_51_993.jpg,-0.4964977,0.7934223,0,30.10825
IMG/center_2016_12_01_13_39_52_094.jpg,IMG/left_2016_12_01_13_39_52_094.jpg,IMG/right_2016_12_01_13_39_52_094.jpg,-0.4110484,0.8030298,0,30.13566
IMG/center_2016_12_01_13_39_52_194.jpg,IMG/left_2016_12_01_13_39_52_194.jpg,IMG/right_2016_12_01_13_39_52_194.jpg,0,0,0,29.85861
IMG/center_2016_12_01_13_39_52_295.jpg,IMG/left_2016_12_01_13_39_52_295.jpg,IMG/right_2016_12_01_13_39_52_295.jpg,0,0,0,29.57456
IMG/center_2016_12_01_13_39_52_396.jpg,IMG/left_2016_12_01_13_39_52_396.jpg,IMG/right_2016_12_01_13_39_52_396.jpg,0.1478767,0,0,29.2667
IMG/center_2016_12_01_13_39_52_497.jpg,IMG/left_2016_12_01_13_39_52_497.jpg,IMG/right_2016_12_01_13_39_52_497.jpg,0.3009732,0,0,28.86015
IMG/center_2016_12_01_13_39_52_599.jpg,IMG/left_2016_12_01_13_39_52_599.jpg,IMG/right_2016_12_01_13_39_52_599.jpg,0.1096026,0,0,28.5501
IMG/center_2016_12_01_13_39_52_702.jpg,IMG/left_2016_12_01_13_39_52_702.jpg,IMG/right_2016_12_01_13_39_52_702.jpg,0,0,0,28.26325
IMG/center_2016_12_01_13_39_52_805.jpg,IMG/left_2016_12_01_13_39_52_805.jpg,IMG/right_2016_12_01_13_39_52_805.jpg,0,0,0,27.97425
IMG/center_2016_12_01_13_39_52_907.jpg,IMG/left_2016_12_01_13_39_52_907.jpg,IMG/right_2016_12_01_13_39_52_907.jpg,0,0,0,27.69158
IMG/center_2016_12_01_13_39_53_009.jpg,IMG/left_2016_12_01_13_39_53_009.jpg,IMG/right_2016_12_01_13_39_53_009.jpg,0.224425,0,0,27.3437
IMG/center_2016_12_01_13_39_53_110.jpg,IMG/left_2016_12_01_13_39_53_110.jpg,IMG/right_2016_12_01_13_39_53_110.jpg,0.3775214,0,0,26.89035
IMG/center_2016_12_01_13_39_53_212.jpg,IMG/left_2016_12_01_13_39_53_212.jpg,IMG/right_2016_12_01_13_39_53_212.jpg,0,0,0,26.60795
IMG/center_2016_12_01_13_39_53_314.jpg,IMG/left_2016_12_01_13_39_53_314.jpg,IMG/right_2016_12_01_13_39_53_314.jpg,0,0,0,26.33574
IMG/center_2016_12_01_13_39_53_417.jpg,IMG/left_2016_12_01_13_39_53_417.jpg,IMG/right_2016_12_01_13_39_53_417.jpg,0,0,0,26.07022
IMG/center_2016_12_01_13_39_53_519.jpg,IMG/left_2016_12_01_13_39_53_519.jpg,IMG/right_2016_12_01_13_39_53_519.jpg,0,0,0,25.80807
IMG/center_2016_12_01_13_39_53_622.jpg,IMG/left_2016_12_01_13_39_53_622.jpg,IMG/right_2016_12_01_13_39_53_622.jpg,0,0.3803048,0,25.76167
IMG/center_2016_12_01_13_39_53_724.jpg,IMG/left_2016_12_01_13_39_53_724.jpg,IMG/right_2016_12_01_13_39_53_724.jpg,0,0.4091269,0,25.98904
IMG/center_2016_12_01_13_39_53_827.jpg,IMG/left_2016_12_01_13_39_53_827.jpg,IMG/right_2016_12_01_13_39_53_827.jpg,0,0.485986,0,26.24597
IMG/center_2016_12_01_13_39_53_930.jpg,IMG/left_2016_12_01_13_39_53_930.jpg,IMG/right_2016_12_01_13_39_53_930.jpg,0,0.5340229,0,26.67914
IMG/center_2016_12_01_13_39_54_030.jpg,IMG/left_2016_12_01_13_39_54_030.jpg,IMG/right_2016_12_01_13_39_54_030.jpg,0,0.5916673,0,27.10409
IMG/center_2016_12_01_13_39_54_132.jpg,IMG/left_2016_12_01_13_39_54_132.jpg,IMG/right_2016_12_01_13_39_54_132.jpg,0.02348577,0.6685264,0,27.59612
IMG/center_2016_12_01_13_39_54_234.jpg,IMG/left_2016_12_01_13_39_54_234.jpg,IMG/right_2016_12_01_13_39_54_234.jpg,0,0.6781337,0,28.13513
IMG/center_2016_12_01_13_39_54_336.jpg,IMG/left_2016_12_01_13_39_54_336.jpg,IMG/right_2016_12_01_13_39_54_336.jpg,0,0.6877411,0,28.67344
IMG/center_2016_12_01_13_39_54_437.jpg,IMG/left_2016_12_01_13_39_54_437.jpg,IMG/right_2016_12_01_13_39_54_437.jpg,0,0.735778,0,29.24724
IMG/center_2016_12_01_13_39_54_538.jpg,IMG/left_2016_12_01_13_39_54_538.jpg,IMG/right_2016_12_01_13_39_54_538.jpg,0,0.7549928,0,29.84911
IMG/center_2016_12_01_13_39_54_638.jpg,IMG/left_2016_12_01_13_39_54_638.jpg,IMG/right_2016_12_01_13_39_54_638.jpg,0,0.783815,0,30.13425
IMG/center_2016_12_01_13_39_54_738.jpg,IMG/left_2016_12_01_13_39_54_738.jpg,IMG/right_2016_12_01_13_39_54_738.jpg,0,0.783815,0,30.13562
IMG/center_2016_12_01_13_39_54_839.jpg,IMG/left_2016_12_01_13_39_54_839.jpg,IMG/right_2016_12_01_13_39_54_839.jpg,0,0.783815,0,30.13569
IMG/center_2016_12_01_13_39_54_941.jpg,IMG/left_2016_12_01_13_39_54_941.jpg,IMG/right_2016_12_01_13_39_54_941.jpg,0,0.783815,0,30.13568
IMG/center_2016_12_01_13_39_55_043.jpg,IMG/left_2016_12_01_13_39_55_043.jpg,IMG/right_2016_12_01_13_39_55_043.jpg,-0.002791043,0.783815,0,30.1355
IMG/center_2016_12_01_13_39_55_144.jpg,IMG/left_2016_12_01_13_39_55_144.jpg,IMG/right_2016_12_01_13_39_55_144.jpg,-0.02177976,0.7934223,0,30.1381
IMG/center_2016_12_01_13_39_55_245.jpg,IMG/left_2016_12_01_13_39_55_245.jpg,IMG/right_2016_12_01_13_39_55_245.jpg,-0.02177976,0.8126372,0,30.14295
IMG/center_2016_12_01_13_39_55_346.jpg,IMG/left_2016_12_01_13_39_55_346.jpg,IMG/right_2016_12_01_13_39_55_346.jpg,-0.02177976,0.8126372,0,30.1429
IMG/center_2016_12_01_13_39_55_446.jpg,IMG/left_2016_12_01_13_39_55_446.jpg,IMG/right_2016_12_01_13_39_55_446.jpg,-0.002791043,0.8126372,0,30.14284
IMG/center_2016_12_01_13_39_55_548.jpg,IMG/left_2016_12_01_13_39_55_548.jpg,IMG/right_2016_12_01_13_39_55_548.jpg,0,0.8126372,0,30.1432
IMG/center_2016_12_01_13_39_55_650.jpg,IMG/left_2016_12_01_13_39_55_650.jpg,IMG/right_2016_12_01_13_39_55_650.jpg,0,0.8126372,0,30.14282
IMG/center_2016_12_01_13_39_55_752.jpg,IMG/left_2016_12_01_13_39_55_752.jpg,IMG/right_2016_12_01_13_39_55_752.jpg,0,0.8126372,0,30.14298
IMG/center_2016_12_01_13_39_55_855.jpg,IMG/left_2016_12_01_13_39_55_855.jpg,IMG/right_2016_12_01_13_39_55_855.jpg,-0.2781274,0.8126372,0,30.12297
IMG/center_2016_12_01_13_39_55_956.jpg,IMG/left_2016_12_01_13_39_55_956.jpg,IMG/right_2016_12_01_13_39_55_956.jpg,-0.3161048,0.908711,0,30.15221
IMG/center_2016_12_01_13_39_56_058.jpg,IMG/left_2016_12_01_13_39_56_058.jpg,IMG/right_2016_12_01_13_39_56_058.jpg,-0.3540823,0.9375331,0,30.16127
IMG/center_2016_12_01_13_39_56_159.jpg,IMG/left_2016_12_01_13_39_56_159.jpg,IMG/right_2016_12_01_13_39_56_159.jpg,-0.002791043,0.9855326,0,30.17484
IMG/center_2016_12_01_13_39_56_260.jpg,IMG/left_2016_12_01_13_39_56_260.jpg,IMG/right_2016_12_01_13_39_56_260.jpg,0.02348577,0.9759627,0,30.1836
IMG/center_2016_12_01_13_39_56_360.jpg,IMG/left_2016_12_01_13_39_56_360.jpg,IMG/right_2016_12_01_13_39_56_360.jpg,0.1287396,0.8414593,0,30.14619
IMG/center_2016_12_01_13_39_56_460.jpg,IMG/left_2016_12_01_13_39_56_460.jpg,IMG/right_2016_12_01_13_39_56_460.jpg,0,0.8414593,0,30.14947
IMG/center_2016_12_01_13_39_56_563.jpg,IMG/left_2016_12_01_13_39_56_563.jpg,IMG/right_2016_12_01_13_39_56_563.jpg,0,0.8414593,0,30.14908
IMG/center_2016_12_01_13_39_56_663.jpg,IMG/left_2016_12_01_13_39_56_663.jpg,IMG/right_2016_12_01_13_39_56_663.jpg,0,0.8414593,0,30.15008
IMG/center_2016_12_01_13_39_56_765.jpg,IMG/left_2016_12_01_13_39_56_765.jpg,IMG/right_2016_12_01_13_39_56_765.jpg,0,0.8414593,0,30.14954
IMG/center_2016_12_01_13_39_56_866.jpg,IMG/left_2016_12_01_13_39_56_866.jpg,IMG/right_2016_12_01_13_39_56_866.jpg,0.1957194,0.8222445,0,30.137
IMG/center_2016_12_01_13_39_56_968.jpg,IMG/left_2016_12_01_13_39_56_968.jpg,IMG/right_2016_12_01_13_39_56_968.jpg,0.05219137,0.8222445,0,30.14586
IMG/center_2016_12_01_13_39_57_069.jpg,IMG/left_2016_12_01_13_39_57_069.jpg,IMG/right_2016_12_01_13_39_57_069.jpg,0,0.8222445,0,30.14526
IMG/center_2016_12_01_13_39_57_171.jpg,IMG/left_2016_12_01_13_39_57_171.jpg,IMG/right_2016_12_01_13_39_57_171.jpg,0,0.8318519,0,30.14578
IMG/center_2016_12_01_13_39_57_272.jpg,IMG/left_2016_12_01_13_39_57_272.jpg,IMG/right_2016_12_01_13_39_57_272.jpg,-0.3161048,0.8798888,0,30.12876
IMG/center_2016_12_01_13_39_57_373.jpg,IMG/left_2016_12_01_13_39_57_373.jpg,IMG/right_2016_12_01_13_39_57_373.jpg,-0.4490258,0.8798888,0,30.12813
IMG/center_2016_12_01_13_39_57_475.jpg,IMG/left_2016_12_01_13_39_57_475.jpg,IMG/right_2016_12_01_13_39_57_475.jpg,-0.4490258,0.8894962,0,30.14644
IMG/center_2016_12_01_13_39_57_577.jpg,IMG/left_2016_12_01_13_39_57_577.jpg,IMG/right_2016_12_01_13_39_57_577.jpg,-0.4490258,0.8991036,0,30.15549
IMG/center_2016_12_01_13_39_57_678.jpg,IMG/left_2016_12_01_13_39_57_678.jpg,IMG/right_2016_12_01_13_39_57_678.jpg,-0.002791043,0.8991036,0,30.15589
IMG/center_2016_12_01_13_39_57_778.jpg,IMG/left_2016_12_01_13_39_57_778.jpg,IMG/right_2016_12_01_13_39_57_778.jpg,0.0617599,0.8894962,0,30.15543
IMG/center_2016_12_01_13_39_57_879.jpg,IMG/left_2016_12_01_13_39_57_879.jpg,IMG/right_2016_12_01_13_39_57_879.jpg,0,0.8894962,0,30.16244
IMG/center_2016_12_01_13_39_57_981.jpg,IMG/left_2016_12_01_13_39_57_981.jpg,IMG/right_2016_12_01_13_39_57_981.jpg,-0.05975719,0.8894962,0,30.16223
IMG/center_2016_12_01_13_39_58_081.jpg,IMG/left_2016_12_01_13_39_58_081.jpg,IMG/right_2016_12_01_13_39_58_081.jpg,-0.4490258,0.8894962,0,30.11551
IMG/center_2016_12_01_13_39_58_183.jpg,IMG/left_2016_12_01_13_39_58_183.jpg,IMG/right_2016_12_01_13_39_58_183.jpg,-0.505992,0.8894962,0,30.13124
IMG/center_2016_12_01_13_39_58_284.jpg,IMG/left_2016_12_01_13_39_58_284.jpg,IMG/right_2016_12_01_13_39_58_284.jpg,-0.505992,0.8991036,0,30.14747
IMG/center_2016_12_01_13_39_58_386.jpg,IMG/left_2016_12_01_13_39_58_386.jpg,IMG/right_2016_12_01_13_39_58_386.jpg,-0.505992,0.8991036,0,30.15457
IMG/center_2016_12_01_13_39_58_486.jpg,IMG/left_2016_12_01_13_39_58_486.jpg,IMG/right_2016_12_01_13_39_58_486.jpg,-0.4680146,0.8991036,0,30.16121
IMG/center_2016_12_01_13_39_58_587.jpg,IMG/left_2016_12_01_13_39_58_587.jpg,IMG/right_2016_12_01_13_39_58_587.jpg,-0.3825653,0.9183184,0,30.17204
IMG/center_2016_12_01_13_39_58_688.jpg,IMG/left_2016_12_01_13_39_58_688.jpg,IMG/right_2016_12_01_13_39_58_688.jpg,0,0.9183184,0,30.16495
IMG/center_2016_12_01_13_39_58_790.jpg,IMG/left_2016_12_01_13_39_58_790.jpg,IMG/right_2016_12_01_13_39_58_790.jpg,0,0.9183184,0,30.16928
IMG/center_2016_12_01_13_39_58_892.jpg,IMG/left_2016_12_01_13_39_58_892.jpg,IMG/right_2016_12_01_13_39_58_892.jpg,0,0.9183184,0,30.16961
IMG/center_2016_12_01_13_39_58_993.jpg,IMG/left_2016_12_01_13_39_58_993.jpg,IMG/right_2016_12_01_13_39_58_993.jpg,0,0.9183184,0,30.16968
IMG/center_2016_12_01_13_39_59_093.jpg,IMG/left_2016_12_01_13_39_59_093.jpg,IMG/right_2016_12_01_13_39_59_093.jpg,-0.1547008,0.9471405,0,30.16577
IMG/center_2016_12_01_13_39_59_195.jpg,IMG/left_2016_12_01_13_39_59_195.jpg,IMG/right_2016_12_01_13_39_59_195.jpg,-0.505992,0.9855326,0,30.13404
IMG/center_2016_12_01_13_39_59_296.jpg,IMG/left_2016_12_01_13_39_59_296.jpg,IMG/right_2016_12_01_13_39_59_296.jpg,-0.505992,0.9855326,0,30.16047
IMG/center_2016_12_01_13_39_59_398.jpg,IMG/left_2016_12_01_13_39_59_398.jpg,IMG/right_2016_12_01_13_39_59_398.jpg,-0.505992,0.9855326,0,30.17188
IMG/center_2016_12_01_13_39_59_498.jpg,IMG/left_2016_12_01_13_39_59_498.jpg,IMG/right_2016_12_01_13_39_59_498.jpg,-0.4395315,0.9855326,0,30.18392
IMG/center_2016_12_01_13_39_59_601.jpg,IMG/left_2016_12_01_13_39_59_601.jpg,IMG/right_2016_12_01_13_39_59_601.jpg,-0.2876218,0.9855326,0,30.19245
IMG/center_2016_12_01_13_39_59_701.jpg,IMG/left_2016_12_01_13_39_59_701.jpg,IMG/right_2016_12_01_13_39_59_701.jpg,-0.2496443,0.9855326,0,30.19027
IMG/center_2016_12_01_13_39_59_804.jpg,IMG/left_2016_12_01_13_39_59_804.jpg,IMG/right_2016_12_01_13_39_59_804.jpg,0.100034,0.9855326,0,30.17524
IMG/center_2016_12_01_13_39_59_906.jpg,IMG/left_2016_12_01_13_39_59_906.jpg,IMG/right_2016_12_01_13_39_59_906.jpg,0,0.9855326,0,30.1871
IMG/center_2016_12_01_13_40_00_007.jpg,IMG/left_2016_12_01_13_40_00_007.jpg,IMG/right_2016_12_01_13_40_00_007.jpg,0,0.9855326,0,30.18662
IMG/center_2016_12_01_13_40_00_109.jpg,IMG/left_2016_12_01_13_40_00_109.jpg,IMG/right_2016_12_01_13_40_00_109.jpg,0,0.9855326,0,30.18661
IMG/center_2016_12_01_13_40_00_210.jpg,IMG/left_2016_12_01_13_40_00_210.jpg,IMG/right_2016_12_01_13_40_00_210.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_40_00_312.jpg,IMG/left_2016_12_01_13_40_00_312.jpg,IMG/right_2016_12_01_13_40_00_312.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_40_00_414.jpg,IMG/left_2016_12_01_13_40_00_414.jpg,IMG/right_2016_12_01_13_40_00_414.jpg,0,0.9855326,0,30.18666
IMG/center_2016_12_01_13_40_00_517.jpg,IMG/left_2016_12_01_13_40_00_517.jpg,IMG/right_2016_12_01_13_40_00_517.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_40_00_619.jpg,IMG/left_2016_12_01_13_40_00_619.jpg,IMG/right_2016_12_01_13_40_00_619.jpg,0,0.9855326,0,30.18665
IMG/center_2016_12_01_13_40_00_721.jpg,IMG/left_2016_12_01_13_40_00_721.jpg,IMG/right_2016_12_01_13_40_00_721.jpg,0,0.9855326,0,30.18654
IMG/center_2016_12_01_13_40_00_822.jpg,IMG/left_2016_12_01_13_40_00_822.jpg,IMG/right_2016_12_01_13_40_00_822.jpg,0,0.9855326,0,30.18666
IMG/center_2016_12_01_13_40_00_922.jpg,IMG/left_2016_12_01_13_40_00_922.jpg,IMG/right_2016_12_01_13_40_00_922.jpg,0,0.9855326,0,30.18631
IMG/center_2016_12_01_13_40_01_025.jpg,IMG/left_2016_12_01_13_40_01_025.jpg,IMG/right_2016_12_01_13_40_01_025.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_40_01_127.jpg,IMG/left_2016_12_01_13_40_01_127.jpg,IMG/right_2016_12_01_13_40_01_127.jpg,0,0.9855326,0,30.18665
IMG/center_2016_12_01_13_40_01_228.jpg,IMG/left_2016_12_01_13_40_01_228.jpg,IMG/right_2016_12_01_13_40_01_228.jpg,-0.03127411,0.9855326,0,30.18643
IMG/center_2016_12_01_13_40_01_330.jpg,IMG/left_2016_12_01_13_40_01_330.jpg,IMG/right_2016_12_01_13_40_01_330.jpg,-0.08824026,0.9855326,0,30.18517
IMG/center_2016_12_01_13_40_01_431.jpg,IMG/left_2016_12_01_13_40_01_431.jpg,IMG/right_2016_12_01_13_40_01_431.jpg,-0.2306556,0.9855326,0,30.17747
IMG/center_2016_12_01_13_40_01_533.jpg,IMG/left_2016_12_01_13_40_01_533.jpg,IMG/right_2016_12_01_13_40_01_533.jpg,-0.2591387,0.9855326,0,30.1801
IMG/center_2016_12_01_13_40_01_634.jpg,IMG/left_2016_12_01_13_40_01_634.jpg,IMG/right_2016_12_01_13_40_01_634.jpg,-0.2591387,0.9855326,0,30.18289
IMG/center_2016_12_01_13_40_01_736.jpg,IMG/left_2016_12_01_13_40_01_736.jpg,IMG/right_2016_12_01_13_40_01_736.jpg,-0.1547008,0.9855326,0,30.18796
IMG/center_2016_12_01_13_40_01_839.jpg,IMG/left_2016_12_01_13_40_01_839.jpg,IMG/right_2016_12_01_13_40_01_839.jpg,0,0.9855326,0,30.18557
IMG/center_2016_12_01_13_40_01_940.jpg,IMG/left_2016_12_01_13_40_01_940.jpg,IMG/right_2016_12_01_13_40_01_940.jpg,0.05219137,0.9855326,0,30.18474
IMG/center_2016_12_01_13_40_02_041.jpg,IMG/left_2016_12_01_13_40_02_041.jpg,IMG/right_2016_12_01_13_40_02_041.jpg,0.0904655,0.9855326,0,30.18457
IMG/center_2016_12_01_13_40_02_142.jpg,IMG/left_2016_12_01_13_40_02_142.jpg,IMG/right_2016_12_01_13_40_02_142.jpg,0.0904655,0.9855326,0,30.18566
IMG/center_2016_12_01_13_40_02_245.jpg,IMG/left_2016_12_01_13_40_02_245.jpg,IMG/right_2016_12_01_13_40_02_245.jpg,0.0904655,0.9855326,0,30.18606
IMG/center_2016_12_01_13_40_02_347.jpg,IMG/left_2016_12_01_13_40_02_347.jpg,IMG/right_2016_12_01_13_40_02_347.jpg,0.0904655,0.9855326,0,30.18628
IMG/center_2016_12_01_13_40_02_448.jpg,IMG/left_2016_12_01_13_40_02_448.jpg,IMG/right_2016_12_01_13_40_02_448.jpg,0,0.9855326,0,30.18601
IMG/center_2016_12_01_13_40_02_550.jpg,IMG/left_2016_12_01_13_40_02_550.jpg,IMG/right_2016_12_01_13_40_02_550.jpg,0,0.9855326,0,30.18654
IMG/center_2016_12_01_13_40_02_651.jpg,IMG/left_2016_12_01_13_40_02_651.jpg,IMG/right_2016_12_01_13_40_02_651.jpg,0.1957194,0.9855326,0,30.17926
IMG/center_2016_12_01_13_40_02_752.jpg,IMG/left_2016_12_01_13_40_02_752.jpg,IMG/right_2016_12_01_13_40_02_752.jpg,0.03305431,0.9855326,0,30.18711
IMG/center_2016_12_01_13_40_02_853.jpg,IMG/left_2016_12_01_13_40_02_853.jpg,IMG/right_2016_12_01_13_40_02_853.jpg,0,0.9855326,0,30.18637
IMG/center_2016_12_01_13_40_02_955.jpg,IMG/left_2016_12_01_13_40_02_955.jpg,IMG/right_2016_12_01_13_40_02_955.jpg,0,0.9855326,0,30.1866
IMG/center_2016_12_01_13_40_03_057.jpg,IMG/left_2016_12_01_13_40_03_057.jpg,IMG/right_2016_12_01_13_40_03_057.jpg,0,0,0,29.80043
IMG/center_2016_12_01_13_40_03_159.jpg,IMG/left_2016_12_01_13_40_03_159.jpg,IMG/right_2016_12_01_13_40_03_159.jpg,0,0,0,29.50231
IMG/center_2016_12_01_13_40_03_259.jpg,IMG/left_2016_12_01_13_40_03_259.jpg,IMG/right_2016_12_01_13_40_03_259.jpg,0,0,0,29.20605
IMG/center_2016_12_01_13_40_03_361.jpg,IMG/left_2016_12_01_13_40_03_361.jpg,IMG/right_2016_12_01_13_40_03_361.jpg,0,0,0,28.91278
IMG/center_2016_12_01_13_40_03_462.jpg,IMG/left_2016_12_01_13_40_03_462.jpg,IMG/right_2016_12_01_13_40_03_462.jpg,0,0,0,28.62245
IMG/center_2016_12_01_13_40_03_564.jpg,IMG/left_2016_12_01_13_40_03_564.jpg,IMG/right_2016_12_01_13_40_03_564.jpg,0,0,0,28.33505
IMG/center_2016_12_01_13_40_03_667.jpg,IMG/left_2016_12_01_13_40_03_667.jpg,IMG/right_2016_12_01_13_40_03_667.jpg,0,0,0,28.05052
IMG/center_2016_12_01_13_40_03_768.jpg,IMG/left_2016_12_01_13_40_03_768.jpg,IMG/right_2016_12_01_13_40_03_768.jpg,0,0,0,27.71287
IMG/center_2016_12_01_13_40_03_871.jpg,IMG/left_2016_12_01_13_40_03_871.jpg,IMG/right_2016_12_01_13_40_03_871.jpg,0,0,0,27.4346
IMG/center_2016_12_01_13_40_03_975.jpg,IMG/left_2016_12_01_13_40_03_975.jpg,IMG/right_2016_12_01_13_40_03_975.jpg,0,0,0,27.15913
IMG/center_2016_12_01_13_40_04_075.jpg,IMG/left_2016_12_01_13_40_04_075.jpg,IMG/right_2016_12_01_13_40_04_075.jpg,0.04262284,0,0,26.88495
IMG/center_2016_12_01_13_40_04_179.jpg,IMG/left_2016_12_01_13_40_04_179.jpg,IMG/right_2016_12_01_13_40_04_179.jpg,0.1670138,0,0,26.59133
IMG/center_2016_12_01_13_40_04_279.jpg,IMG/left_2016_12_01_13_40_04_279.jpg,IMG/right_2016_12_01_13_40_04_279.jpg,0.1478767,0,0,26.31159
IMG/center_2016_12_01_13_40_04_381.jpg,IMG/left_2016_12_01_13_40_04_381.jpg,IMG/right_2016_12_01_13_40_04_381.jpg,0,0,0,26.0452
IMG/center_2016_12_01_13_40_04_482.jpg,IMG/left_2016_12_01_13_40_04_482.jpg,IMG/right_2016_12_01_13_40_04_482.jpg,0,0,0,25.78262
IMG/center_2016_12_01_13_40_04_585.jpg,IMG/left_2016_12_01_13_40_04_585.jpg,IMG/right_2016_12_01_13_40_04_585.jpg,0,0,0,25.52358
IMG/center_2016_12_01_13_40_04_687.jpg,IMG/left_2016_12_01_13_40_04_687.jpg,IMG/right_2016_12_01_13_40_04_687.jpg,0,0,0,25.26729
IMG/center_2016_12_01_13_40_04_790.jpg,IMG/left_2016_12_01_13_40_04_790.jpg,IMG/right_2016_12_01_13_40_04_790.jpg,0.1574452,0,0,24.95119
IMG/center_2016_12_01_13_40_04_893.jpg,IMG/left_2016_12_01_13_40_04_893.jpg,IMG/right_2016_12_01_13_40_04_893.jpg,0.04262284,0,0,24.68884
IMG/center_2016_12_01_13_40_04_997.jpg,IMG/left_2016_12_01_13_40_04_997.jpg,IMG/right_2016_12_01_13_40_04_997.jpg,0,0,0,24.43896
IMG/center_2016_12_01_13_40_05_097.jpg,IMG/left_2016_12_01_13_40_05_097.jpg,IMG/right_2016_12_01_13_40_05_097.jpg,0,0,0,24.1932
IMG/center_2016_12_01_13_40_05_199.jpg,IMG/left_2016_12_01_13_40_05_199.jpg,IMG/right_2016_12_01_13_40_05_199.jpg,0,0,0,23.95024
IMG/center_2016_12_01_13_40_05_300.jpg,IMG/left_2016_12_01_13_40_05_300.jpg,IMG/right_2016_12_01_13_40_05_300.jpg,0,0,0,23.70977
IMG/center_2016_12_01_13_40_05_403.jpg,IMG/left_2016_12_01_13_40_05_403.jpg,IMG/right_2016_12_01_13_40_05_403.jpg,0,0,0,23.47174
IMG/center_2016_12_01_13_40_05_504.jpg,IMG/left_2016_12_01_13_40_05_504.jpg,IMG/right_2016_12_01_13_40_05_504.jpg,0,0,0,23.23607
IMG/center_2016_12_01_13_40_05_605.jpg,IMG/left_2016_12_01_13_40_05_605.jpg,IMG/right_2016_12_01_13_40_05_605.jpg,0,0,0,23.0028
IMG/center_2016_12_01_13_40_05_707.jpg,IMG/left_2016_12_01_13_40_05_707.jpg,IMG/right_2016_12_01_13_40_05_707.jpg,0.0904655,0,0,22.76994
IMG/center_2016_12_01_13_40_05_808.jpg,IMG/left_2016_12_01_13_40_05_808.jpg,IMG/right_2016_12_01_13_40_05_808.jpg,0.04262284,0,0,22.46714
IMG/center_2016_12_01_13_40_05_910.jpg,IMG/left_2016_12_01_13_40_05_910.jpg,IMG/right_2016_12_01_13_40_05_910.jpg,0,0,0,22.23932
IMG/center_2016_12_01_13_40_06_012.jpg,IMG/left_2016_12_01_13_40_06_012.jpg,IMG/right_2016_12_01_13_40_06_012.jpg,0,0,0,22.01527
IMG/center_2016_12_01_13_40_06_114.jpg,IMG/left_2016_12_01_13_40_06_114.jpg,IMG/right_2016_12_01_13_40_06_114.jpg,0,0,0,21.79433
IMG/center_2016_12_01_13_40_06_215.jpg,IMG/left_2016_12_01_13_40_06_215.jpg,IMG/right_2016_12_01_13_40_06_215.jpg,0.03305431,0,0,21.57524
IMG/center_2016_12_01_13_40_06_315.jpg,IMG/left_2016_12_01_13_40_06_315.jpg,IMG/right_2016_12_01_13_40_06_315.jpg,0.100034,0,0,21.3513
IMG/center_2016_12_01_13_40_06_419.jpg,IMG/left_2016_12_01_13_40_06_419.jpg,IMG/right_2016_12_01_13_40_06_419.jpg,0,0,0,21.13559
IMG/center_2016_12_01_13_40_06_521.jpg,IMG/left_2016_12_01_13_40_06_521.jpg,IMG/right_2016_12_01_13_40_06_521.jpg,0,0,0,20.9235
IMG/center_2016_12_01_13_40_06_623.jpg,IMG/left_2016_12_01_13_40_06_623.jpg,IMG/right_2016_12_01_13_40_06_623.jpg,0.1670138,0,0,20.70659
IMG/center_2016_12_01_13_40_06_724.jpg,IMG/left_2016_12_01_13_40_06_724.jpg,IMG/right_2016_12_01_13_40_06_724.jpg,0.3105417,0,0,20.39877
IMG/center_2016_12_01_13_40_06_826.jpg,IMG/left_2016_12_01_13_40_06_826.jpg,IMG/right_2016_12_01_13_40_06_826.jpg,0,0,0,20.17894
